graph_file,execution_time_ms,xu_cost_real,xu_path_length
graph_0082_n32.txt,0.041100080125033855,260,3
graph_0083_n76.txt,0.018200022168457508,201,4
graph_0084_n33.txt,0.011500087566673756,201,4
graph_0085_n52.txt,0.00500003807246685,74,1
graph_0086_n10.txt,0.0039000296965241432,30,1
graph_0087_n89.txt,0.02129992935806513,255,4
graph_0088_n43.txt,0.005499925464391708,85,1
graph_0089_n72.txt,0.03260001540184021,124,2
graph_0090_n43.txt,0.021499930880963802,109,2
graph_0091_n38.txt,0.009899958968162537,92,2
graph_0092_n49.txt,0.01680001150816679,103,2
graph_0093_n34.txt,0.006199930794537067,102,2
graph_0094_n86.txt,0.004400033503770828,61,1
graph_0095_n36.txt,0.009999959729611874,175,2
graph_0096_n6.txt,0.005399924702942371,88,1
graph_0097_n43.txt,0.005200039595365524,80,1
graph_0098_n33.txt,0.008599949069321156,120,2
graph_0099_n72.txt,0.02789997961372137,82,3
graph_0100_n37.txt,0.03839994315057993,128,3
graph_0101_n5.txt,0.028300099074840546,70,2
graph_0102_n57.txt,0.019400031305849552,172,2
graph_0103_n57.txt,0.03869994543492794,229,4
graph_0104_n48.txt,0.01580000389367342,199,3
graph_0105_n15.txt,0.004299916326999664,83,1
graph_0106_n19.txt,0.0030999071896076202,78,1
graph_0107_n35.txt,0.005499925464391708,29,1
graph_0108_n92.txt,0.05080003757029772,267,5
graph_0109_n79.txt,0.017200014553964138,366,6
graph_0110_n99.txt,0.03090000245720148,340,6
graph_0111_n31.txt,0.018200022168457508,65,1
graph_0112_n39.txt,0.08969998452812433,290,4
graph_0113_n28.txt,0.007600057870149612,96,1
graph_0114_n47.txt,0.10080006904900074,232,4
graph_0115_n37.txt,0.0074999406933784485,113,3
graph_0116_n90.txt,0.03900006413459778,167,2
graph_0117_n76.txt,0.09390001650899649,256,5
graph_0118_n93.txt,0.06620003841817379,620,8
graph_0119_n46.txt,0.009699957445263863,96,2
graph_0120_n88.txt,0.038800062611699104,298,6
graph_0121_n84.txt,0.005500041879713535,65,2
graph_0122_n64.txt,0.015099998563528061,105,2
graph_0123_n51.txt,0.0347999157384038,105,2
graph_0124_n89.txt,0.043899985030293465,134,2
graph_0125_n89.txt,0.022799940779805183,172,4
graph_0126_n77.txt,0.010499963536858559,40,1
graph_0127_n70.txt,0.11140003334730864,215,4
graph_0128_n97.txt,0.19559997599571943,278,5
graph_0129_n92.txt,0.041899969801306725,85,2
graph_0130_n56.txt,0.027399975806474686,157,3
graph_0131_n21.txt,0.01610000617802143,211,3
graph_0132_n28.txt,0.01680001150816679,88,1
graph_0133_n88.txt,0.053299940191209316,164,4
graph_0134_n49.txt,0.004100031219422817,66,1
graph_0135_n48.txt,0.04039995837956667,250,4
graph_0136_n10.txt,0.034100026823580265,134,2
graph_0137_n49.txt,0.011899974197149277,111,3
graph_0138_n13.txt,0.005300040356814861,41,1
graph_0139_n80.txt,0.14759995974600315,249,4
graph_0140_n13.txt,0.009100069291889668,95,1
graph_0141_n17.txt,0.00700005330145359,70,1
graph_0142_n62.txt,0.040400074794888496,274,5
graph_0143_n82.txt,0.0070999376475811005,72,1
graph_0144_n40.txt,0.04029995761811733,203,3
graph_0145_n79.txt,0.08110003545880318,131,3
graph_0146_n48.txt,0.008599949069321156,105,2
graph_0147_n19.txt,0.02310005947947502,122,2
graph_0148_n45.txt,0.023399945348501205,101,3
graph_0149_n51.txt,0.04640000406652689,171,3
graph_0150_n68.txt,0.05740008782595396,215,5
graph_0151_n13.txt,0.005400041118264198,182,2
graph_0152_n32.txt,0.020400038920342922,278,5
graph_0153_n53.txt,0.06410002242773771,223,3
graph_0154_n35.txt,0.011599971912801266,165,2
graph_0155_n72.txt,0.030399998649954796,378,7
graph_0156_n100.txt,0.08649996016174555,247,6
graph_0157_n56.txt,0.009699957445263863,86,1
graph_0158_n54.txt,0.021699932403862476,242,4
graph_0159_n99.txt,0.034800032153725624,310,4
graph_0160_n28.txt,0.027399975806474686,124,2
graph_0161_n10.txt,0.009200070053339005,21,1
graph_0162_n36.txt,0.030399998649954796,124,2
graph_0163_n43.txt,0.06320001557469368,289,5
graph_0164_n32.txt,0.02050003968179226,243,4
graph_0165_n60.txt,0.013299984857439995,88,3
graph_0166_n8.txt,0.00600004568696022,25,1
graph_0167_n72.txt,0.004100031219422817,41,1
graph_0168_n13.txt,0.008300063200294971,45,1
graph_0169_n9.txt,0.014300108887255192,97,1
graph_0170_n56.txt,0.026799971237778664,174,3
graph_0171_n80.txt,0.015300000086426735,218,3
graph_0172_n12.txt,0.012399978004395962,104,2
graph_0173_n5.txt,0.010499963536858559,94,1
graph_0174_n23.txt,0.012999982573091984,169,3
graph_0175_n87.txt,0.0377000542357564,418,9
graph_0176_n55.txt,0.014199991710484028,164,2
graph_0177_n31.txt,0.00909995287656784,98,1
graph_0178_n77.txt,0.05570007488131523,251,4
graph_0179_n8.txt,0.013399985618889332,181,2
graph_0180_n46.txt,0.02350006252527237,323,5
graph_0181_n4.txt,0.0078000593930482864,51,1
graph_0182_n91.txt,0.006199930794537067,40,1
graph_0183_n86.txt,0.06610003765672445,253,3
graph_0184_n100.txt,0.06900005973875523,381,7
graph_0185_n48.txt,0.009999959729611874,22,1
graph_0186_n78.txt,0.04700000863522291,192,4
graph_0187_n31.txt,0.027700094506144524,105,3
graph_0188_n45.txt,0.011200085282325745,70,2
graph_0189_n39.txt,0.016000005416572094,183,3
graph_0190_n27.txt,0.010600080713629723,109,2
graph_0191_n22.txt,0.02019992098212242,71,2
graph_0192_n85.txt,0.48990000505000353,308,5
graph_0193_n89.txt,0.1382000045850873,218,3
graph_0194_n60.txt,0.09710004087537527,263,4
graph_0195_n42.txt,0.0271000899374485,206,4
graph_0196_n75.txt,0.028799986466765404,140,3
graph_0197_n82.txt,0.10359997395426035,239,5
graph_0198_n18.txt,0.023999949917197227,91,2
graph_0199_n70.txt,0.06370001938194036,239,4
graph_0200_n61.txt,0.10229996405541897,404,6
graph_0201_n40.txt,0.10179996024817228,268,5
graph_0202_n29.txt,0.02359994687139988,66,1
graph_0203_n86.txt,0.16249995678663254,265,4
graph_0204_n56.txt,0.040599959902465343,201,3
graph_0205_n6.txt,0.006500049494206905,52,1
graph_0206_n81.txt,0.051699928008019924,197,3
graph_0207_n76.txt,0.021600048057734966,119,2
graph_0208_n97.txt,0.13609998859465122,113,2
graph_0209_n26.txt,0.02180004958063364,84,2
graph_0210_n31.txt,0.0039000296965241432,72,1
graph_0211_n72.txt,0.024400069378316402,345,6
graph_0212_n30.txt,0.002900022082030773,23,1
graph_0213_n66.txt,0.005699926987290382,129,2
graph_0214_n86.txt,0.15079998411238194,273,4
graph_0215_n8.txt,0.008900067768990993,64,2
graph_0216_n91.txt,0.018400023691356182,264,4
graph_0217_n26.txt,0.010200077667832375,194,3
graph_0218_n26.txt,0.002500019036233425,94,1
graph_0219_n72.txt,0.046900007873773575,201,3
graph_0220_n61.txt,0.05889998283237219,206,3
graph_0221_n60.txt,0.04139996599406004,269,5
graph_0222_n68.txt,0.03329990431666374,170,3
graph_0223_n28.txt,0.013299984857439995,75,1
graph_0224_n82.txt,0.08699996396899223,220,3
graph_0225_n91.txt,0.013699987903237343,125,3
graph_0226_n7.txt,0.00900006853044033,95,1
graph_0227_n52.txt,0.045900000259280205,290,4
graph_0228_n79.txt,0.08349993731826544,326,6
graph_0229_n5.txt,0.0075999414548277855,47,2
graph_0230_n39.txt,0.04529999569058418,193,3
graph_0231_n48.txt,0.011800089851021767,70,2
graph_0232_n96.txt,0.04600000102072954,86,3
graph_0233_n59.txt,0.03920006565749645,156,2
graph_0234_n65.txt,0.005899928510189056,32,1
graph_0235_n96.txt,0.03090000245720148,148,2
graph_0236_n84.txt,0.0969000393524766,419,7
graph_0237_n94.txt,0.05539995618164539,237,3
graph_0238_n57.txt,0.04260009154677391,211,3
graph_0239_n4.txt,0.0097999582067132,60,1
graph_0240_n73.txt,0.043899985030293465,206,3
graph_0241_n94.txt,0.06230000872164965,299,5
graph_0242_n44.txt,0.022999942302703857,189,2
graph_0243_n3.txt,0.005899928510189056,88,1
graph_0244_n10.txt,0.004800036549568176,19,1
graph_0245_n45.txt,0.04050007555633783,147,2
graph_0246_n65.txt,0.014299992471933365,122,2
graph_0247_n47.txt,0.022300053387880325,311,5
graph_0248_n77.txt,0.0271000899374485,373,6
graph_0249_n23.txt,0.005799927748739719,171,3
graph_0250_n19.txt,0.004300032742321491,125,2
graph_0251_n76.txt,0.042199972085654736,197,3
graph_0252_n69.txt,0.004700035788118839,91,1
graph_0253_n40.txt,0.05140004213899374,285,4
graph_0254_n92.txt,0.01309998333454132,149,2
graph_0255_n21.txt,0.02110004425048828,128,3
graph_0256_n84.txt,0.026000081561505795,218,3
graph_0257_n79.txt,0.028099981136620045,52,2
graph_0258_n11.txt,0.009800074622035027,154,2
graph_0259_n52.txt,0.09780004620552063,293,6
graph_0260_n83.txt,0.016200006939470768,145,3
graph_0261_n52.txt,0.019700033590197563,255,4
graph_0262_n27.txt,0.007999944500625134,48,1
graph_0263_n52.txt,0.009199953638017178,87,2
graph_0264_n60.txt,0.01279998105019331,80,2
graph_0265_n13.txt,0.014999997802078724,84,1
graph_0266_n51.txt,0.022699940018355846,277,4
graph_0267_n87.txt,0.014499993994832039,85,1
graph_0268_n15.txt,0.029199989512562752,116,2
graph_0269_n84.txt,0.043599982745945454,236,3
graph_0270_n73.txt,0.06230000872164965,233,3
graph_0271_n4.txt,0.015500001609325409,89,1
graph_0272_n49.txt,0.0073999399319291115,63,1
graph_0273_n94.txt,0.034400029107928276,171,3
graph_0274_n58.txt,0.04549999721348286,149,3
graph_0275_n76.txt,0.03620004281401634,251,3
graph_0276_n45.txt,0.012299977242946625,95,1
graph_0277_n7.txt,0.053200055845081806,82,1
graph_0278_n91.txt,0.010299962013959885,59,1
graph_0279_n91.txt,0.048200017772614956,318,5
graph_0280_n32.txt,0.031200004741549492,170,3
graph_0281_n81.txt,0.005799927748739719,90,1
graph_0282_n71.txt,0.011699972674250603,76,1
graph_0283_n7.txt,0.006399932317435741,153,2
graph_0284_n30.txt,0.014999997802078724,54,1
graph_0285_n68.txt,0.010400079190731049,82,1
graph_0286_n29.txt,0.00409991480410099,84,1
graph_0287_n19.txt,0.004299916326999664,87,1
graph_0288_n55.txt,0.09360001422464848,149,3
graph_0289_n47.txt,0.027499976567924023,83,1
graph_0290_n33.txt,0.04069996066391468,135,2
graph_0291_n58.txt,0.008399947546422482,72,1
graph_0292_n66.txt,0.07639999967068434,375,5
graph_0293_n65.txt,0.005900044925510883,81,1
graph_0294_n100.txt,0.02089992631226778,164,3
graph_0295_n17.txt,0.005900044925510883,38,1
graph_0296_n66.txt,0.04499999340623617,244,6
graph_0297_n5.txt,0.005500041879713535,61,1
graph_0298_n34.txt,0.014299992471933365,187,3
graph_0299_n43.txt,0.02050003968179226,273,4
graph_0300_n31.txt,0.004800036549568176,113,2
graph_0301_n491.txt,0.43049990199506283,359,6
graph_0302_n300.txt,0.02729997504502535,141,2
graph_0303_n219.txt,0.07639999967068434,640,10
graph_0304_n121.txt,0.11570006608963013,280,5
graph_0305_n289.txt,0.255199964158237,258,5
graph_0306_n220.txt,0.006600050255656242,71,1
graph_0307_n231.txt,0.011300086043775082,181,2
graph_0308_n316.txt,0.19689998589456081,451,6
graph_0309_n269.txt,0.04989991430193186,338,5
graph_0310_n361.txt,0.24309998843818903,412,8
graph_0311_n490.txt,0.028799986466765404,195,4
graph_0312_n269.txt,0.16639998648315668,407,6
graph_0313_n475.txt,0.24449999909847975,246,4
graph_0314_n237.txt,0.011100084520876408,124,2
graph_0315_n434.txt,0.14410004951059818,446,8
graph_0316_n318.txt,0.34639996010810137,305,4
graph_0317_n351.txt,0.0475000124424696,315,4
graph_0318_n380.txt,0.3266999265179038,223,4
graph_0319_n172.txt,0.04269997589290142,347,5
graph_0320_n476.txt,0.14800007920712233,254,5
graph_0321_n203.txt,0.08500006515532732,520,8
graph_0322_n292.txt,0.16850000247359276,257,5
graph_0323_n381.txt,0.020200037397444248,167,2
graph_0324_n376.txt,0.13360008597373962,283,5
graph_0325_n182.txt,0.08120003622025251,297,5
graph_0326_n213.txt,0.09940005838871002,297,6
graph_0327_n116.txt,0.28909998945891857,178,4
graph_0328_n353.txt,0.07559999357908964,377,7
graph_0329_n407.txt,0.11239992454648018,620,10
graph_0330_n442.txt,0.0127000967040658,225,4
graph_0331_n146.txt,0.12340000830590725,261,4
graph_0332_n462.txt,0.0961000332608819,190,4
graph_0333_n276.txt,0.0616998877376318,335,6
graph_0334_n328.txt,0.12199999764561653,415,6
graph_0335_n184.txt,0.17849996220320463,252,6
graph_0336_n420.txt,0.12750003952533007,333,5
graph_0337_n204.txt,0.11380005162209272,477,7
graph_0338_n297.txt,0.12949993833899498,254,3
graph_0339_n428.txt,0.05740008782595396,310,5
graph_0340_n306.txt,0.19320007413625717,415,8
graph_0341_n259.txt,0.0377000542357564,279,5
graph_0342_n393.txt,0.2077000681310892,245,6
graph_0343_n347.txt,0.10579999070614576,499,8
graph_0344_n142.txt,0.01400010660290718,196,4
graph_0345_n233.txt,0.03920006565749645,294,5
graph_0346_n285.txt,0.12420001439750195,333,4
graph_0347_n326.txt,0.08679996244609356,199,3
graph_0348_n260.txt,0.06590003613382578,120,2
graph_0349_n472.txt,0.4208000609651208,310,5
graph_0350_n453.txt,0.029499991796910763,236,4
graph_0351_n240.txt,0.13010005932301283,248,4
graph_0352_n411.txt,0.2554000820964575,316,4
graph_0353_n311.txt,0.11720007751137018,525,7
graph_0354_n436.txt,0.029199989512562752,189,3
graph_0355_n248.txt,0.015400000847876072,95,1
graph_0356_n491.txt,0.2664000494405627,287,6
graph_0357_n308.txt,0.13990001752972603,315,6
graph_0358_n405.txt,0.025399960577487946,201,3
graph_0359_n423.txt,0.3852000227198005,255,5
graph_0360_n340.txt,0.12440001592040062,340,5
graph_0361_n492.txt,0.2976000541821122,464,8
graph_0362_n448.txt,0.17899996601045132,369,7
graph_0363_n362.txt,0.1895000459626317,357,5
graph_0364_n478.txt,0.01070008147507906,171,4
graph_0365_n112.txt,0.053799943998456,323,6
graph_0366_n368.txt,0.006499933078885078,74,1
graph_0367_n395.txt,0.013599987141788006,90,1
graph_0368_n216.txt,0.1425000373274088,424,7
graph_0369_n339.txt,0.27359998784959316,452,7
graph_0370_n109.txt,0.017399899661540985,108,2
graph_0371_n299.txt,0.076299998909235,402,6
graph_0372_n204.txt,0.010899966582655907,156,2
graph_0373_n352.txt,0.14819996431469917,264,5
graph_0374_n192.txt,0.07239996921271086,259,3
graph_0375_n466.txt,0.14650006778538227,629,10
graph_0376_n281.txt,0.043899985030293465,185,3
graph_0377_n216.txt,0.06669992581009865,131,2
graph_0378_n167.txt,0.09150011464953423,363,5
graph_0379_n188.txt,0.11140003334730864,218,4
graph_0380_n278.txt,0.05689996760338545,285,4
graph_0381_n159.txt,0.054200063459575176,220,5
graph_0382_n489.txt,0.7954000029712915,321,5
graph_0383_n455.txt,0.2128999913111329,265,5
graph_0384_n468.txt,0.41290000081062317,330,5
graph_0385_n113.txt,0.007600057870149612,82,1
graph_0386_n362.txt,0.09250000584870577,364,6
graph_0387_n229.txt,0.028099981136620045,250,4
graph_0388_n275.txt,0.16309996135532856,288,5
graph_0389_n111.txt,0.06620003841817379,199,4
graph_0390_n318.txt,0.05679996684193611,248,6
graph_0391_n123.txt,0.1892999280244112,215,4
graph_0392_n439.txt,0.01750001683831215,76,1
graph_0393_n415.txt,0.34819997381418943,302,5
graph_0394_n465.txt,0.16769999638199806,383,7
graph_0395_n339.txt,0.11020002420991659,369,6
graph_0396_n351.txt,0.12510002125054598,267,4
graph_0397_n472.txt,0.056600081734359264,211,4
graph_0398_n458.txt,0.28629996813833714,583,8
graph_0399_n462.txt,0.4062000662088394,284,5
graph_0400_n317.txt,0.1642999704927206,261,3
graph_0401_n444.txt,0.4428999964147806,285,5
graph_0402_n122.txt,0.03900006413459778,138,2
graph_0403_n402.txt,0.2041999250650406,245,5
graph_0404_n142.txt,0.05010003224015236,186,3
graph_0405_n352.txt,0.031000003218650818,113,2
graph_0406_n191.txt,0.11140003334730864,159,3
graph_0407_n483.txt,0.46040001325309277,435,8
graph_0408_n307.txt,0.35119999665766954,243,6
graph_0409_n448.txt,0.4042999353259802,339,7
graph_0410_n220.txt,0.10030006524175406,301,5
graph_0411_n286.txt,0.017499900422990322,35,1
graph_0412_n262.txt,0.5947999889031053,386,6
graph_0413_n371.txt,0.06290001329034567,286,5
graph_0414_n154.txt,0.035100034438073635,125,2
graph_0415_n204.txt,0.023699947632849216,227,3
graph_0416_n201.txt,0.009499955922365189,158,2
graph_0417_n195.txt,0.02519995905458927,158,2
graph_0418_n176.txt,0.17359992489218712,257,5
graph_0419_n104.txt,0.032100011594593525,448,7
graph_0420_n227.txt,0.26000000070780516,278,4
graph_0421_n143.txt,0.07030006963759661,578,9
graph_0422_n209.txt,0.010500079952180386,124,3
graph_0423_n447.txt,0.4094999749213457,285,5
graph_0424_n456.txt,0.5452999612316489,337,6
graph_0425_n316.txt,0.03829994238913059,101,2
graph_0426_n442.txt,0.6682000821456313,340,6
graph_0427_n106.txt,0.043199979700148106,219,6
graph_0428_n427.txt,0.16489997506141663,247,3
graph_0429_n315.txt,0.4992999602109194,278,4
graph_0430_n377.txt,0.26709993835538626,225,4
graph_0431_n404.txt,0.534399994648993,403,6
graph_0432_n370.txt,0.13189995661377907,185,3
graph_0433_n316.txt,0.34010002855211496,324,5
graph_0434_n376.txt,0.2215000567957759,286,5
graph_0435_n341.txt,0.2796000335365534,386,6
graph_0436_n370.txt,0.14929997269064188,172,3
graph_0437_n152.txt,0.10370009113103151,277,6
graph_0438_n309.txt,0.5547000328078866,305,5
graph_0439_n128.txt,0.0564999645575881,138,3
graph_0440_n189.txt,0.049200025387108326,209,3
graph_0441_n221.txt,0.10299996938556433,598,8
graph_0442_n161.txt,0.03270001616328955,148,2
graph_0443_n335.txt,0.33459998667240143,319,4
graph_0444_n442.txt,0.13509998098015785,528,7
graph_0445_n355.txt,0.1218999968841672,297,7
graph_0446_n194.txt,0.027699978090822697,93,1
graph_0447_n397.txt,0.1319000730291009,192,4
graph_0448_n105.txt,0.027499976567924023,81,1
graph_0449_n130.txt,0.04910002462565899,165,2
graph_0450_n422.txt,0.13449997641146183,516,8
graph_0451_n223.txt,0.016000005416572094,223,3
graph_0452_n327.txt,0.15630002599209547,318,6
graph_0453_n352.txt,0.3066000062972307,224,3
graph_0454_n444.txt,0.11549994815140963,142,3
graph_0455_n113.txt,0.12240000069141388,377,8
graph_0456_n461.txt,0.3556000301614404,318,7
graph_0457_n196.txt,0.006700051017105579,74,1
graph_0458_n303.txt,0.43020001612603664,290,5
graph_0459_n318.txt,0.04780001472681761,260,5
graph_0460_n208.txt,0.009499955922365189,318,4
graph_0461_n102.txt,0.01680001150816679,251,4
graph_0462_n487.txt,0.23040000814944506,367,6
graph_0463_n350.txt,0.2858999650925398,478,8
graph_0464_n381.txt,0.36289996933192015,355,5
graph_0465_n397.txt,0.12470001820474863,223,3
graph_0466_n488.txt,0.4295000107958913,314,5
graph_0467_n107.txt,0.05859998054802418,121,3
graph_0468_n181.txt,0.12859993148595095,269,5
graph_0469_n195.txt,0.032899901270866394,182,3
graph_0470_n196.txt,0.021699932403862476,307,5
graph_0471_n371.txt,0.08949998300522566,305,4
graph_0472_n447.txt,0.019900035113096237,217,3
graph_0473_n287.txt,0.1623000716790557,211,5
graph_0474_n308.txt,0.08009991142898798,223,4
graph_0475_n482.txt,0.022000051103532314,120,3
graph_0476_n452.txt,0.1903999364003539,559,8
graph_0477_n307.txt,0.007999944500625134,74,1
graph_0478_n201.txt,0.057399971410632133,515,8
graph_0479_n397.txt,0.017000013031065464,146,2
graph_0480_n215.txt,0.1458000624552369,230,4
graph_0481_n287.txt,0.15740003436803818,420,6
graph_0482_n276.txt,0.09789993055164814,223,5
graph_0483_n359.txt,0.029999995604157448,170,4
graph_0484_n128.txt,0.045599997974932194,496,8
graph_0485_n365.txt,0.09320001117885113,225,3
graph_0486_n431.txt,0.22469996474683285,443,6
graph_0487_n115.txt,0.006900052540004253,153,3
graph_0488_n149.txt,0.004499917849898338,83,1
graph_0489_n379.txt,0.28520007617771626,244,4
graph_0490_n118.txt,0.04249997437000275,411,7
graph_0491_n336.txt,0.019200029782950878,211,3
graph_0492_n400.txt,0.16670010518282652,549,10
graph_0493_n421.txt,0.04549999721348286,228,3
graph_0494_n334.txt,0.004400033503770828,16,1
graph_0495_n357.txt,0.11779996566474438,551,11
graph_0496_n290.txt,0.030099996365606785,194,3
graph_0497_n368.txt,0.13559998478740454,451,6
graph_0498_n226.txt,0.018400023691356182,145,2
graph_0499_n121.txt,0.010899966582655907,132,2
graph_0500_n209.txt,0.12439989950507879,234,5
graph_0501_n1000.txt,0.3466999623924494,269,5
graph_0502_n836.txt,0.17740007024258375,319,5
graph_0503_n992.txt,0.8437000215053558,413,7
graph_0504_n864.txt,0.34829997457563877,612,9
graph_0505_n770.txt,0.16569998115301132,224,5
graph_0506_n979.txt,0.6435000104829669,371,6
graph_0507_n516.txt,0.10600010864436626,255,4
graph_0508_n635.txt,0.1596999354660511,281,4
graph_0509_n889.txt,1.3538000639528036,403,7
graph_0510_n821.txt,0.775099964812398,367,8
graph_0511_n751.txt,0.25079993065446615,306,5
graph_0512_n516.txt,0.031000003218650818,156,2
graph_0513_n634.txt,0.26709993835538626,231,5
graph_0514_n959.txt,0.012999982573091984,210,4
graph_0515_n675.txt,0.2405999694019556,384,6
graph_0516_n909.txt,0.0252000754699111,105,4
graph_0517_n710.txt,0.0953000271692872,381,6
graph_0518_n869.txt,0.36319997161626816,914,15
graph_0519_n775.txt,0.5859000375494361,295,5
graph_0520_n859.txt,0.23410003632307053,286,4
graph_0521_n810.txt,0.1023000804707408,195,3
graph_0522_n528.txt,0.6028000498190522,445,7
graph_0523_n570.txt,0.10689999908208847,362,7
graph_0524_n693.txt,0.010899966582655907,233,3
graph_0525_n878.txt,0.17060001846402884,628,10
graph_0526_n939.txt,0.651199952699244,389,6
graph_0527_n792.txt,0.3996000159531832,507,9
graph_0528_n545.txt,0.24679990019649267,273,5
graph_0529_n694.txt,0.32750004902482033,462,9
graph_0530_n606.txt,0.09290000889450312,176,4
graph_0531_n818.txt,0.6723999977111816,257,7
graph_0532_n609.txt,0.4903000080958009,323,5
graph_0533_n807.txt,0.04980002995580435,766,10
graph_0534_n854.txt,0.2269999822601676,403,7
graph_0535_n806.txt,0.11500006075948477,275,4
graph_0536_n814.txt,0.26110000908374786,386,7
graph_0537_n992.txt,0.20240002777427435,300,6
graph_0538_n880.txt,0.5041999975219369,553,9
graph_0539_n859.txt,0.30590000096708536,278,4
graph_0540_n835.txt,0.05589995998889208,301,5
graph_0541_n790.txt,0.3027000930160284,709,12
graph_0542_n750.txt,0.23140001576393843,280,4
graph_0543_n690.txt,0.23870007134974003,327,5
graph_0544_n677.txt,0.1404000213369727,311,5
graph_0545_n685.txt,0.00600004568696022,151,2
graph_0546_n887.txt,0.8710999973118305,267,6
graph_0547_n608.txt,0.7933999877423048,346,5
graph_0548_n840.txt,0.012299977242946625,450,7
graph_0549_n661.txt,0.5159999709576368,453,7
graph_0550_n995.txt,0.5390000296756625,338,6
graph_0551_n837.txt,0.4240000853314996,199,4
graph_0552_n948.txt,0.27810002211481333,494,8
graph_0553_n974.txt,0.028699985705316067,383,7
graph_0554_n933.txt,0.43759995605796576,324,5
graph_0555_n510.txt,0.14000001829117537,216,6
graph_0556_n726.txt,0.605400069616735,442,9
graph_0557_n735.txt,0.18949992954730988,489,8
